arxiv_id,titre,auteurs,annee,categories,url,pdf,doi,resume,score,axes,ia,requetes
2511.17683v1,Datacenters in the Desert: Feasibility and Sustainability of LLM Inference in the Middle East,Lara Hassan; Mohamed ElZeftawy; Abdulrahman Mahmoud,2025,"cs.CY, cs.AI, cs.CY",https://arxiv.org/abs/2511.17683,,,"As the Middle East emerges as a strategic hub for artificial intelligence (AI) infrastructure, the feasibility of deploying sustainable datacenters in desert environments has become a topic of growing relevance. This paper presents an empirical study analyzing the energy consumption and carbon footprint of large language model (LLM) inference across four countries: the United Arab Emirates, Iceland, Germany, and the United States of America using DeepSeek Coder 1.3B and the HumanEval dataset on the task of code generation. We use the CodeCarbon library to track energy and carbon emissions andcompare geographical trade-offs for climate-aware AI deployment. Our findings highlight both the challenges and potential of datacenters in desert regions and provide a balanced outlook on their role i",6,"acv, carbone, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a | all:""carbon footprint"" AND (all:""language mod | all:""datacenter"" AND (all:""energy"" OR all:""ca | all:""energy consumption"" AND (all:LLM OR all:"
2509.09947v2,Toward Green Code: Prompting Small Language Models for Energy-Efficient Code Generation,Humza Ashraf; Syed Muhammad Danish; Shadikur Rahman; Zeeshan Sattar,2025,"cs.SE, cs.SE",https://arxiv.org/abs/2509.09947,,,"There is a growing concern about the environmental impact of large language models (LLMs) in software development, particularly due to their high energy use and carbon footprint. Small Language Models (SLMs) offer a more sustainable alternative, requiring fewer computational resources while remaining effective for fundamental programming tasks. In this study, we investigate whether prompt engineering can improve the energy efficiency of SLMs in code generation. We evaluate four open-source SLMs, StableCode-Instruct-3B, Qwen2.5-Coder-3B-Instruct, CodeLlama-7B-Instruct, and Phi-3-Mini-4K-Instruct, across 150 Python problems from LeetCode, evenly distributed into easy, medium, and hard categories. Each model is tested under four prompting strategies: role prompting, zero-shot, few-shot, and c",6,"acv, carbone, energie, methodo",True,"all:""carbon footprint"" AND (all:""language mod | all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua"
2508.00911v1,Mitigating the Carbon Footprint of Chatbots as Consumers,Boris Ruf; Marcin Detyniecki,2025,"cs.CY, cs.CY",https://arxiv.org/abs/2508.00911,,10.1007/978-981-96-1452-3_2,"In the context of the high energy demand of large language models (LLMs) and growing concerns about global warming, there is significant demand for actionable recommendations that can help reduce emissions when utilizing such technologies. This paper examines the environmental impact linked to a fundamental function of LLM-based conversational systems that might be less well known to end users: the conversational memory, which enables the system to maintain context throughout the dialog. After analyzing conversation patterns using anonymized token data from a real world system, a recommendation for individuals on how they could use chatbots in a more sustainable way is derived. Based on a simulation, the savings potential resulting from the adoption of such an ecological gesture is estimat",6,"acv, carbone, energie, methodo",True,"all:""carbon footprint"" AND (all:""language mod"
2508.05949v1,A Survey on Task Scheduling in Carbon-Aware Container Orchestration,Jialin Yang; Zainab Saad; Jiajun Wu; Xiaoguang Niu; Henry Leung; Steve Drew,2025,"cs.SE, cs.SE",https://arxiv.org/abs/2508.05949,,,"The soaring energy demands of large-scale software ecosystems and cloud data centers, accelerated by the intensive training and deployment of large language models, have driven energy consumption and carbon footprint to unprecedented levels. In response, both industry and academia are increasing efforts to reduce the carbon emissions associated with cloud computing through more efficient task scheduling and infrastructure orchestration. In this work, we present a systematic review of various Kubernetes scheduling strategies, categorizing them into hardware-centric and software-centric, annotating each with its sustainability objectives, and grouping them according to the algorithms they use. We propose a comprehensive taxonomy for cloud task scheduling studies, with a particular focus on t",6,"acv, carbone, energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""carbon emissions"" AND (all:training OR a | all:""carbon footprint"" AND (all:""language mod | all:""energy consumption"" AND (all:LLM OR all:"
2503.20959v1,Sociotechnical Effects of Machine Translation,Joss Moorkens; Andy Way; Séamus Lankford,2025,"cs.CL, cs.AI, cs.CL",https://arxiv.org/abs/2503.20959,,10.4324/9781003381280,"While the previous chapters have shown how machine translation (MT) can be useful, in this chapter we discuss some of the side-effects and risks that are associated, and how they might be mitigated. With the move to neural MT and approaches using Large Language Models (LLMs), there is an associated impact on climate change, as the models built by multinational corporations are massive. They are hugely expensive to train, consume large amounts of electricity, and output huge volumes of kgCO2 to boot. However, smaller models which still perform to a high level of quality can be built with much lower carbon footprints, and tuning pre-trained models saves on the requirement to train from scratch. We also discuss the possible detrimental effects of MT on translators and other users. The topics ",6,"acv, carbone, energie, methodo",True,"all:""carbon footprint"" AND (all:""language mod"
2502.05043v2,EcoServe: Designing Carbon-Aware AI Inference Systems,Yueying Li; Zhanqiu Hu; Esha Choukse; Rodrigo Fonseca; G. Edward Suh; Udit Gupta,2025,"cs.DC, cs.DC",https://arxiv.org/abs/2502.05043,,,"The rapid increase in LLM ubiquity and scale levies unprecedented demands on computing infrastructure. These demands not only incur large compute and memory resources but also significant energy, yielding large operational and embodied carbon emissions. In this work, we present three main observations based on modeling and traces from the production deployment of two Generative AI services in a major cloud service provider. First, while GPUs dominate operational carbon, host processing systems (e.g., CPUs, memory, storage) dominate embodied carbon. Second, offline, batch inference accounts for a significant portion (up to 55\%) of serving capacity. Third, there are different levels of heterogeneity across hardware and workloads for LLM inference. Based on these observations, we design EcoS",6,"acv, carbone, energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""carbon emissions"" AND (all:training OR a | all:""embodied carbon"" AND (all:hardware OR al"
2502.20242v3,GreenDFL: a Framework for Assessing the Sustainability of Decentralized Federated Learning Systems,Chao Feng; Alberto Huertas Celdrán; Xi Cheng; Gérôme Bovet; Burkhard Stiller,2025,"cs.CY, cs.CY",https://arxiv.org/abs/2502.20242,,,"Decentralized Federated Learning (DFL) is an emerging paradigm that enables collaborative model training without centralized data and model aggregation, enhancing privacy and resilience. However, its sustainability remains underexplored, as energy consumption and carbon emissions vary across different system configurations. Understanding the environmental impact of DFL is crucial for optimizing its design and deployment. This work aims to develop a comprehensive and operational framework for assessing the sustainability of DFL systems. To address it, this work provides a systematic method for quantifying energy consumption and carbon emissions, offering insights into improving the sustainability of DFL. This work proposes GreenDFL, a fully implementable framework that has been integrated i",6,"acv, carbone, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a"
2507.17241v1,Eco-Friendly AI: Unleashing Data Power for Green Federated Learning,Mattia Sabella; Monica Vitali,2025,"cs.LG, cs.AI, cs.DB, cs.DC, cs.LG",https://arxiv.org/abs/2507.17241,,,"The widespread adoption of Artificial Intelligence (AI) and Machine Learning (ML) comes with a significant environmental impact, particularly in terms of energy consumption and carbon emissions. This pressing issue highlights the need for innovative solutions to mitigate AI's ecological footprint. One of the key factors influencing the energy consumption of ML model training is the size of the training dataset. ML models are often trained on vast amounts of data continuously generated by sensors and devices distributed across multiple locations. To reduce data transmission costs and enhance privacy, Federated Learning (FL) enables model training without the need to move or share raw data. While FL offers these advantages, it also introduces challenges due to the heterogeneity of data sourc",6,"acv, carbone, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a | all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2506.10990v1,On the Effectiveness of the 'Follow-the-Sun' Strategy in Mitigating the Carbon Footprint of AI in Cloud Instances,Roberto Vergallo; Luís Cruz; Alessio Errico; Luca Mainetti,2025,"cs.SE, cs.AI, cs.CE, cs.DC, cs.SE",https://arxiv.org/abs/2506.10990,,,"'Follow-the-Sun' (FtS) is a theoretical computational model aimed at minimizing the carbon footprint of computer workloads. It involves dynamically moving workloads to regions with cleaner energy sources as demand increases and energy production relies more on fossil fuels. With the significant power consumption of Artificial Intelligence (AI) being a subject of extensive debate, FtS is proposed as a strategy to mitigate the carbon footprint of training AI models. However, the literature lacks scientific evidence on the advantages of FtS to mitigate the carbon footprint of AI workloads. In this paper, we present the results of an experiment conducted in a partial synthetic scenario to address this research gap. We benchmarked four AI algorithms in the anomaly detection domain and measured ",6,"acv, carbone, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a | all:""carbon intensity"" AND (all:electricity O"
2502.17071v1,Systematic Weight Evaluation for Pruning Large Language Models: Enhancing Performance and Sustainability,Ashhadul Islam; Samir Brahim Belhaouari; Amine Bermak,2025,"cs.CL, cs.AI, cs.CL",https://arxiv.org/abs/2502.17071,,,"The exponential growth of large language models (LLMs) like ChatGPT has revolutionized artificial intelligence, offering unprecedented capabilities in natural language processing. However, the extensive computational resources required for training these models have significant environmental implications, including high carbon emissions, energy consumption, and water usage. This research presents a novel approach to LLM pruning, focusing on the systematic evaluation of individual weight importance throughout the training process. By monitoring parameter evolution over time, we propose a method that effectively reduces model size without compromising performance. Extensive experiments with both a scaled-down LLM and a large multimodal model reveal that moderate pruning enhances efficiency a",6,"carbone, eau, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a | all:""energy consumption"" AND (all:LLM OR all:"
2501.05899v1,Prompt engineering and its implications on the energy consumption of Large Language Models,Riccardo Rubei; Aicha Moussaid; Claudio di Sipio; Davide di Ruscio,2025,"cs.SE, cs.SE",https://arxiv.org/abs/2501.05899,,10.1109/GREENS66463.2025.00014,"Reducing the environmental impact of AI-based software systems has become critical. The intensive use of large language models (LLMs) in software engineering poses severe challenges regarding computational resources, data centers, and carbon emissions. In this paper, we investigate how prompt engineering techniques (PETs) can impact the carbon emission of the Llama 3 model for the code generation task. We experimented with the CodeXGLUE benchmark to evaluate both energy consumption and the accuracy of the generated code using an isolated testing environment. Our initial results show that the energy consumption of LLMs can be reduced by using specific tags that distinguish different prompt parts. Even though a more in-depth evaluation is needed to confirm our findings, this work suggests th",6,"acv, carbone, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a | all:""energy consumption"" AND (all:LLM OR all:"
2512.07799v1,Quantifying the Carbon Reduction of DAG Workloads: A Job Shop Scheduling Perspective,Roozbeh Bostandoost; Adam Lechowicz; Walid A. Hanafy; Prashant Shenoy; Mohammad Hajiesmaili,2025,"cs.DC, cs.DC",https://arxiv.org/abs/2512.07799,,,"Carbon-aware schedulers aim to reduce the operational carbon footprint of data centers by running flexible workloads during periods of low carbon intensity. Most schedulers treat workloads as single monolithic tasks, ignoring that many jobs, like video encoding or offline inference, consist of smaller tasks with specific dependencies and resource needs; however, knowledge of this structure enables opportunities for greater carbon efficiency. We quantify the maximum benefit of a dependency-aware approach for batch workloads. We model the problem as a flexible job-shop scheduling variant and use an offline solver to compute upper bounds on carbon and energy savings. Results show up to $25\%$ lower carbon emissions on average without increasing the optimal makespan (total job completion time)",6,"acv, carbone, energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""carbon emissions"" AND (all:training OR a"
2510.17885v1,Metrics and evaluations for computational and sustainable AI efficiency,Hongyuan Liu; Xinyang Liu; Guosheng Hu,2025,"cs.PF, cs.AI, cs.CL, cs.CV, cs.PF",https://arxiv.org/abs/2510.17885,,,"The rapid advancement of Artificial Intelligence (AI) has created unprecedented demands for computational power, yet methods for evaluating the performance, efficiency, and environmental impact of deployed models remain fragmented. Current approaches often fail to provide a holistic view, making it difficult to compare and optimise systems across heterogeneous hardware, software stacks, and numeric precisions. To address this gap, we propose a unified and reproducible methodology for AI model inference that integrates computational and environmental metrics under realistic serving conditions. Our framework provides a pragmatic, carbon-aware evaluation by systematically measuring latency and throughput distributions, energy consumption, and location-adjusted carbon emissions, all while main",6,"acv, carbone, energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""carbon emissions"" AND (all:training OR a | all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2508.08332v1,Energy-Aware Code Generation with LLMs: Benchmarking Small vs. Large Language Models for Sustainable AI Programming,Humza Ashraf; Syed Muhammad Danish; Aris Leivadeas; Yazan Otoum; Zeeshan Sattar,2025,"cs.SE, cs.AI, cs.SE",https://arxiv.org/abs/2508.08332,,,"Large Language Models (LLMs) are widely used for code generation. However, commercial models like ChatGPT require significant computing power, which leads to high energy use and carbon emissions. This has raised concerns about their environmental impact. In this study, we evaluate open-source Small Language Models (SLMs) trained explicitly for code generation and compare their performance and energy efficiency against large LLMs and efficient human-written Python code. The goal is to investigate whether SLMs can match the performance of LLMs on certain types of programming problems while producing more energy-efficient code. We evaluate 150 coding problems from LeetCode, evenly distributed across three difficulty levels: easy, medium, and hard. Our comparison includes three small open-sour",6,"acv, carbone, energie, methodo",True,"all:""carbon emissions"" AND (all:training OR a | all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua | all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2505.23503v2,Can Large Language Models Challenge CNNs in Medical Image Analysis?,Shibbir Ahmed; Shahnewaz Karim Sakib; Anindya Bijoy Das,2025,"eess.IV, cs.AI, cs.CV, eess.IV",https://arxiv.org/abs/2505.23503,,,"This study presents a multimodal AI framework designed for precisely classifying medical diagnostic images. Utilizing publicly available datasets, the proposed system compares the strengths of convolutional neural networks (CNNs) and different large language models (LLMs). This in-depth comparative analysis highlights key differences in diagnostic performance, execution efficiency, and environmental impacts. Model evaluation was based on accuracy, F1-score, average execution time, average energy consumption, and estimated $CO_2$ emission. The findings indicate that although CNN-based models can outperform various multimodal techniques that incorporate both images and contextual information, applying additional filtering on top of LLMs can lead to substantial performance gains. These findin",6,"acv, carbone, energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2503.20126v1,Can We Make Code Green? Understanding Trade-Offs in LLMs vs. Human Code Optimizations,Pooja Rani; Jan-Andrea Bard; June Sallou; Alexander Boll; Timo Kehrer; Alberto Bacchelli,2025,"cs.SE, cs.AI, cs.PF, cs.SE",https://arxiv.org/abs/2503.20126,,,"The rapid technological evolution has accelerated software development for various domains and use cases, contributing to a growing share of global carbon emissions. While recent large language models (LLMs) claim to assist developers in optimizing code for performance and energy efficiency, their efficacy in real-world scenarios remains under exploration. In this work, we explore the effectiveness of LLMs in reducing the environmental footprint of real-world projects, focusing on software written in Matlab-widely used in both academia and industry for scientific and engineering applications. We analyze energy-focused optimization on 400 scripts across 100 top GitHub repositories. We examine potential 2,176 optimizations recommended by leading LLMs, such as GPT-3, GPT-4, Llama, and Mixtral",6,"acv, carbone, energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua"
2510.09022v1,The Environmental Impacts of Machine Learning Training Keep Rising Evidencing Rebound Effect,Clément Morand; Anne-Laure Ligozat; Aurélie Névéol,2025,"cs.LG, cs.LG",https://arxiv.org/abs/2510.09022,,,"Recent Machine Learning (ML) approaches have shown increased performance on benchmarks but at the cost of escalating computational demands. Hardware, algorithmic and carbon optimizations have been proposed to curb energy consumption and environmental impacts. Can these strategies lead to sustainable ML model training? Here, we estimate the environmental impacts associated with training notable AI systems over the last decade, including Large Language Models, with a focus on the life cycle of graphics cards. Our analysis reveals two critical trends: First, the impacts of graphics cards production have increased steadily over this period; Second, energy consumption and environmental impacts associated with training ML models have increased exponentially, even when considering reduction strat",6,"acv, carbone, energie, methodo",True,"all:""carbon intensity"" AND (all:electricity O | all:""energy consumption"" AND (all:LLM OR all: | all:""environmental impact"" AND (all:""artifici"
2509.13516v1,An Analysis of Optimizer Choice on Energy Efficiency and Performance in Neural Network Training,Tom Almog,2025,"cs.LG, cs.LG",https://arxiv.org/abs/2509.13516,,,"As machine learning models grow increasingly complex and computationally demanding, understanding the environmental impact of training decisions becomes critical for sustainable AI development. This paper presents a comprehensive empirical study investigating the relationship between optimizer choice and energy efficiency in neural network training. We conducted 360 controlled experiments across three benchmark datasets (MNIST, CIFAR-10, CIFAR-100) using eight popular optimizers (SGD, Adam, AdamW, RMSprop, Adagrad, Adadelta, Adamax, NAdam) with 15 random seeds each. Using CodeCarbon for precise energy tracking on Apple M1 Pro hardware, we measured training duration, peak memory usage, carbon dioxide emissions, and final model performance. Our findings reveal substantial trade-offs between ",6,"acv, carbone, energie, methodo",True,"all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2503.04963v1,Energy-Latency Attacks: A New Adversarial Threat to Deep Learning,Hanene F. Z. Brachemi Meftah; Wassim Hamidouche; Sid Ahmed Fezza; Olivier Deforges,2025,"cs.CR, cs.AI, cs.CR",https://arxiv.org/abs/2503.04963,,,"The growing computational demand for deep neural networks ( DNNs) has raised concerns about their energy consumption and carbon footprint, particularly as the size and complexity of the models continue to increase. To address these challenges, energy-efficient hardware and custom accelerators have become essential. Additionally, adaptable DNN s are being developed to dynamically balance performance and efficiency. The use of these strategies became more common to enable sustainable AI deployment. However, these efficiency-focused designs may also introduce vulnerabilities, as attackers can potentially exploit them to increase latency and energy usage by triggering their worst-case-performance scenarios. This new type of attack, called energy-latency attacks, has recently gained significant",6,"acv, carbone, energie, methodo",True,"all:""green AI"" OR all:""sustainable AI"" OR all"
2511.17179v1,Toward Sustainable Generative AI: A Scoping Review of Carbon Footprint and Environmental Impacts Across Training and Inference Stages,Min-Kyu Kim; Tae-An Yoo; Ji-Bum Chung,2025,"cs.CY, cs.CY",https://arxiv.org/abs/2511.17179,,10.1109/ACCESS.2026.3659894,"Generative AI is spreading rapidly, creating significant social and economic value while also raising concerns about its high energy use and environmental sustainability. While prior studies have predominantly focused on the energy-intensive nature of the training phase, the cumulative environmental footprint generated during large-scale service operations, particularly in the inference phase, has received comparatively less attention. To bridge this gap this study conducts a scoping review of methodologies and research trends in AI carbon footprint assessment. We analyze the classification and standardization status of existing AI carbon measurement tools and methodologies, and comparatively examine the environmental impacts arising from both training and inference stages. In addition, we",6,"acv, carbone, energie, methodo",True,"all:""green AI"" OR all:""sustainable AI"" OR all"
2510.01889v1,Small is Sufficient: Reducing the World AI Energy Consumption Through Model Selection,Tiago da Silva Barros; Frédéric Giroire; Ramon Aparicio-Pardo; Joanna Moulierac,2025,"cs.CY, cs.AI, cs.CY",https://arxiv.org/abs/2510.01889,,,"The energy consumption and carbon footprint of Artificial Intelligence (AI) have become critical concerns due to rising costs and environmental impacts. In response, a new trend in green AI is emerging, shifting from the ""bigger is better"" paradigm, which prioritizes large models, to ""small is sufficient"", emphasizing energy sobriety through smaller, more efficient models. We explore how the AI community can adopt energy sobriety today by focusing on model selection during inference. Model selection consists of choosing the most appropriate model for a given task, a simple and readily applicable method, unlike approaches requiring new hardware or architectures. Our hypothesis is that, as in many industrial activities, marginal utility gains decrease with increasing model size. Thus, applyi",6,"acv, carbone, energie, methodo",True,"all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2511.22781v1,The Hidden AI Race: Tracking Environmental Costs of Innovation,Shyam Agarwal; Mahasweta Chakraborti,2025,"cs.CY, cs.AI, stat.AP, cs.CY",https://arxiv.org/abs/2511.22781,,,"The past decade has seen a massive rise in the popularity of AI systems, mainly owing to the developments in Gen AI, which has revolutionized numerous industries and applications. However, this progress comes at a considerable cost to the environment as training and deploying these models consume significant computational resources and energy and are responsible for large carbon footprints in the atmosphere. In this paper, we study the amount of carbon dioxide released by models across different domains over varying time periods. By examining parameters such as model size, repository activity (e.g., commits and repository age), task type, and organizational affiliation, we identify key factors influencing the environmental impact of AI development. Our findings reveal that model size and v",6,"acv, carbone, energie, methodo",True,"all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2501.14334v2,Exploring the sustainable scaling of AI dilemma: A projective study of corporations' AI environmental impacts,Clément Desroches; Martin Chauvin; Louis Ladan; Caroline Vateau; Simon Gosset; Philippe Cordier,2025,"cs.AI, cs.CY, cs.LG, cs.AI",https://arxiv.org/abs/2501.14334,,,"The rapid growth of artificial intelligence (AI), particularly Large Language Models (LLMs), has raised concerns regarding its global environmental impact that extends beyond greenhouse gas emissions to include consideration of hardware fabrication and end-of-life processes. The opacity from major providers hinders companies' abilities to evaluate their AI-related environmental impacts and achieve net-zero targets. In this paper, we propose a methodology to estimate the environmental impact of a company's AI portfolio, providing actionable insights without necessitating extensive AI and Life-Cycle Assessment (LCA) expertise. Results confirm that large generative AI models consume up to 4600x more energy than traditional models. Our modelling approach, which accounts for increased AI usage,",6,"acv, carbone, energie, methodo",True,"all:""environmental impact"" AND (all:""artifici | all:""life cycle assessment"" AND (all:computin"
2601.00893v1,Towards eco friendly cybersecurity: machine learning based anomaly detection with carbon and energy metrics,KC Aashish; Md Zakir Hossain Zamil; Md Shafiqul Islam Mridul; Lamia Akter; Farmina Sharmin; Eftekhar Hossain Ayon; Md Maruf Bin Reza; Ali Hassan,2025,"cs.CR, cs.CY, cs.LG, cs.CR",https://arxiv.org/abs/2601.00893,,10.12732/ijam.v38i9s.822,"The rising energy footprint of artificial intelligence has become a measurable component of US data center emissions, yet cybersecurity research seldom considers its environmental cost. This study introduces an eco aware anomaly detection framework that unifies machine learning based network monitoring with real time carbon and energy tracking. Using the publicly available Carbon Aware Cybersecurity Traffic Dataset comprising 2300 flow level observations, we benchmark Logistic Regression, Random Forest, Support Vector Machine, Isolation Forest, and XGBoost models across energy, carbon, and performance dimensions. Each experiment is executed in a controlled Colab environment instrumented with the CodeCarbon toolkit to quantify power draw and equivalent CO2 output during both training and in",6,"acv, carbone, energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""environmental impact"" AND (all:""artifici"
2511.14952v1,Artificial intelligence approaches for energy-efficient laser cutting machines,Mohamed Abdallah Salem; Hamdy Ahmed Ashour; Ahmed Elshenawy,2025,"cs.CV, cs.AI, cs.LG, cs.RO, cs.CV",https://arxiv.org/abs/2511.14952,,10.1109/IMSA58542.2023.10217625,"This research addresses the significant challenges of energy consumption and environmental impact in laser cutting by proposing novel deep learning (DL) methodologies to achieve energy reduction. Recognizing the current lack of adaptive control and the open-loop nature of CO2 laser suction pumps, this study utilizes closed-loop configurations that dynamically adjust pump power based on both the material being cut and the smoke level generated. To implement this adaptive system, diverse material classification methods are introduced, including techniques leveraging lens-less speckle sensing with a customized Convolutional Neural Network (CNN) and an approach using a USB camera with transfer learning via the pre-trained VGG16 CNN model. Furthermore, a separate DL model for smoke level detect",6,"acv, carbone, energie, methodo",True,"all:""environmental impact"" AND (all:""artifici"
2502.01671v1,Life-Cycle Emissions of AI Hardware: A Cradle-To-Grave Approach and Generational Trends,Ian Schneider; Hui Xu; Stephan Benecke; David Patterson; Keguo Huang; Parthasarathy Ranganathan; Cooper Elsworth,2025,"cs.AR, cs.AI, cs.AR",https://arxiv.org/abs/2502.01671,,,"Specialized hardware accelerators aid the rapid advancement of artificial intelligence (AI), and their efficiency impacts AI's environmental sustainability. This study presents the first publication of a comprehensive AI accelerator life-cycle assessment (LCA) of greenhouse gas emissions, including the first publication of manufacturing emissions of an AI accelerator. Our analysis of five Tensor Processing Units (TPUs) encompasses all stages of the hardware lifespan - from raw material extraction, manufacturing, and disposal, to energy consumption during development, deployment, and serving of AI models. Using first-party data, it offers the most comprehensive evaluation to date of AI hardware's environmental impact. We include detailed descriptions of our LCA to act as a tutorial, road ma",6,"acv, carbone, energie, methodo",True,"all:""environmental impact"" AND (all:""artifici | all:""life cycle assessment"" AND (all:computin"
2511.06187v2,LiteCast: A Lightweight Forecaster for Carbon Optimizations,Mathew Joseph; Tanush Savadi; Abel Souza,2025,"cs.DC, cs.DC",https://arxiv.org/abs/2511.06187,,,"Over recent decades, electricity demand has experienced sustained growth through widespread electrification of transportation and the accelerated expansion of Artificial Intelligence (AI). Grids have managed the resulting surges by scaling generation capacity, incorporating additional resources such as solar and wind, and implementing demand-response mechanisms. Altogether, these policies influence a region's carbon intensity by affecting its energy mix. To mitigate the environmental impacts of consumption, carbon-aware optimizations often rely on long-horizon, high-accuracy forecasts of the grid's carbon intensity that typically use compute intensive models with extensive historical energy mix data. In addition to limiting scalability, accuracy improvements do not necessarily translate in",6,"acv, carbone, energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""carbon intensity"" AND (all:electricity O | all:""environmental impact"" AND (all:""artifici"
2509.00175v1,Spatio-Temporal Life Cycle Analysis of Electrolytic H2 Production in Australia under Time-Varying CO2 Management Schemes,Niraj Gohil; Alexander Franke; Nawshad Haque; Amro M. Farid,2025,"eess.SY, eess.SY",https://arxiv.org/abs/2509.00175,,,"The transition to sustainable energy is critical for addressing global climate change. Hydrogen production, particularly via electrolysis, has emerged as a key solution, offering the potential for low-carbon energy across various sectors. This paper presents a novel approach to enhancing hydrogen production by aligning it with periods of low-carbon intensity on the electricity grid. Leveraging real-time data from the Electricity Mapping database and real-time electricity cost data from the AEMO database, the model dynamically adjusts hydrogen output to minimize both emissions and production costs. Furthermore, the integration of hydrogen tax credits significantly enhances cost-effectiveness, offering a viable pathway for widespread adoption. A comprehensive Life Cycle Assessment (LCA) fram",6,"acv, carbone, energie, methodo",True,"all:""carbon intensity"" AND (all:electricity O"
2403.19009v1,Towards Sustainable SecureML: Quantifying Carbon Footprint of Adversarial Machine Learning,Syed Mhamudul Hasan; Abdur R. Shahid; Ahmed Imteaj,2024,"cs.LG, cs.CR, cs.LG",https://arxiv.org/abs/2403.19009,,,"The widespread adoption of machine learning (ML) across various industries has raised sustainability concerns due to its substantial energy usage and carbon emissions. This issue becomes more pressing in adversarial ML, which focuses on enhancing model security against different network-based attacks. Implementing defenses in ML systems often necessitates additional computational resources and network security measures, exacerbating their environmental impacts. In this paper, we pioneer the first investigation into adversarial ML's carbon footprint, providing empirical evidence connecting greater model robustness to higher emissions. Addressing the critical need to quantify this trade-off, we introduce the Robustness Carbon Trade-off Index (RCTI). This novel metric, inspired by economic el",6,"acv, carbone, energie, methodo",True,"all:""carbon footprint"" AND all:""machine learn | all:""environmental impact"" AND (all:""artifici"
2403.10984v2,IoTCO2: Assessing the End-To-End Carbon Footprint of Internet-of-Things-Enabled Deep Learning,Fan Chen; Shahzeen Attari; Gayle Buck; Lei Jiang,2024,"cs.LG, cs.AI, cs.CY, cs.LG",https://arxiv.org/abs/2403.10984,,,"To improve privacy and ensure quality-of-service (QoS), deep learning (DL) models are increasingly deployed on Internet of Things (IoT) devices for data processing, significantly increasing the carbon footprint associated with DL on IoT, covering both operational and embodied aspects. Existing operational energy predictors often overlook quantized DL models and emerging neural processing units (NPUs), while embodied carbon footprint modeling tools neglect non-computing hardware components common in IoT devices, creating a gap in accurate carbon footprint modeling tools for IoT-enabled DL. This paper introduces \textit{\carb}, an end-to-end tool for precise carbon footprint estimation in IoT-enabled DL, with deviations as low as 5\% for operational and 3.23\% for embodied carbon footprints ",6,"acv, carbone, energie, methodo",True,"all:""carbon footprint"" AND all:""machine learn | all:""embodied carbon"" AND (all:hardware OR al"
2409.07853v2,Improve Machine Learning carbon footprint using Nvidia GPU and Mixed Precision training for classification models -- Part I,Andrew Antonopoulos,2024,"cs.LG, cs.LG",https://arxiv.org/abs/2409.07853,,,"This is the 1st part of the dissertation for my master degree and compares the power consumption using the default floating point (32bit) and Nvidia mixed precision (16bit and 32bit) while training a classification ML model. A custom PC with specific hardware was built to perform the experiments, and different ML hyper-parameters, such as batch size, neurons, and epochs, were chosen to build Deep Neural Networks (DNN). Additionally, various software was used during the experiments to collect the power consumption data in Watts from the Graphics Processing Unit (GPU), Central Processing Unit (CPU), Random Access Memory (RAM) and manually from a wattmeter connected to the wall. A benchmarking test with default hyper parameter values for the DNN was used as a reference, while the experiments ",6,"acv, carbone, energie, methodo",True,"all:""carbon footprint"" AND all:""machine learn | all:""power consumption"" AND all:GPU AND (all:"
